,Number of Completed Trips,Number of Uncompleted Trips,Number of Completed Orders,Number of Uncompleted Orders,Total Distance Completed Orders (km),Total Distance Uncompleted Orders (km),Total Time Completed Orders (hrs),Total Time Uncompleted Orders (hrs),Average Distance for Successful Orders (km),Average Time for Successful Orders (hrs)
261,4,1,52,13,392.1335597967153,99.35837996824607,13.071118659890509,3.311945998941536,98.03338994917883,3.267779664972627
262,5,0,65,0,442.93709988974183,0.0,14.764569996324727,0.0,88.58741997794837,2.9529139992649456
263,4,1,59,7,399.80369171308683,50.75231168370778,13.326789723769561,1.6917437227902594,99.95092292827171,3.3316974309423903
264,2,0,17,0,123.8958125859208,0.0,4.129860419530694,0.0,61.9479062929604,2.064930209765347
265,2,0,17,0,160.58058645363843,0.0,5.352686215121281,0.0,80.29029322681922,2.6763431075606405
266,5,1,69,10,435.027090078842,98.83971890996888,14.500903002628068,3.2946572969989627,87.0054180157684,2.9001806005256134
267,5,0,57,0,396.61563078811014,0.0,13.220521026270339,0.0,79.32312615762203,2.6441042052540675
268,4,1,65,11,406.5035386595107,89.25682500797761,13.550117955317024,2.9752275002659205,101.62588466487767,3.387529488829256
269,2,0,26,0,208.16014945278388,0.0,6.93867164842613,0.0,104.08007472639194,3.469335824213065
270,5,6,60,78,430.6414721802709,569.5126985582768,14.354715739342364,18.983756618609227,86.12829443605418,2.8709431478684726
271,2,0,26,0,195.57678562554185,0.0,6.519226187518061,0.0,97.78839281277092,3.2596130937590306
272,5,2,66,28,464.12414663874296,150.67817069601034,15.470804887958101,5.022605689867011,92.82482932774859,3.09416097759162
273,1,0,9,0,74.45673641483191,0.0,2.4818912138277303,0.0,74.45673641483191,2.4818912138277303
274,4,0,57,0,397.86038532070023,0.0,13.26201284402334,0.0,99.46509633017506,3.315503211005835
275,1,0,14,0,87.62497503865627,0.0,2.9208325012885425,0.0,87.62497503865627,2.9208325012885425
276,4,1,58,12,425.66350285876905,89.12171347884089,14.188783428625635,2.9707237826280295,106.41587571469226,3.547195857156409
277,4,4,71,52,411.29620593521895,381.13728787068334,13.709873531173965,12.704576262356111,102.82405148380474,3.4274683827934913
278,1,0,15,0,102.25099569915872,0.0,3.4083665233052907,0.0,102.25099569915872,3.4083665233052907
279,2,0,20,0,180.30701631450674,0.0,6.010233877150224,0.0,90.15350815725337,3.005116938575112
280,4,1,65,3,413.3759538573084,55.901481917003196,13.77919846191028,1.8633827305667732,103.3439884643271,3.44479961547757
281,4,0,47,0,367.36966944140977,0.0,12.245655648046991,0.0,91.84241736035244,3.061413912011748
282,2,0,23,0,141.153169276305,0.0,4.7051056425435,0.0,70.5765846381525,2.35255282127175
283,4,1,52,15,364.5210725488421,99.64234119328621,12.150702418294735,3.3214113731095405,91.13026813721052,3.0376756045736837
284,4,0,49,0,356.2194137358746,0.0,11.873980457862483,0.0,89.05485343396865,2.968495114465621
285,3,0,42,0,327.76027116591024,0.0,10.925342372197008,0.0,109.25342372197008,3.641780790732336
286,2,0,20,0,177.84320784759836,0.0,5.928106928253278,0.0,88.92160392379918,2.964053464126639
287,3,0,44,0,327.5338931113097,0.0,10.917796437043656,0.0,109.17796437043656,3.639265479014552
288,4,0,52,0,364.8660937937272,0.0,12.162203126457573,0.0,91.2165234484318,3.0405507816143933
289,4,0,53,0,393.9177146418778,0.0,13.130590488062595,0.0,98.47942866046945,3.2826476220156486
290,2,0,22,0,195.77879010776954,0.0,6.525959670258985,0.0,97.88939505388477,3.2629798351294923
291,4,0,47,0,334.6438889033114,0.0,11.154796296777045,0.0,83.66097222582785,2.788699074194261
292,4,0,62,0,392.0024030521298,0.0,13.066746768404327,0.0,98.00060076303245,3.2666866921010818
293,4,2,59,38,359.89479306212706,201.8573765674987,11.996493102070902,6.728579218916623,89.97369826553177,2.9991232755177255
294,3,0,39,0,238.64646384483785,0.0,7.9548821281612625,0.0,79.54882128161262,2.6516273760537543
295,4,2,55,20,404.35273166887146,160.9277697365739,13.478424388962381,5.36425899121913,101.08818291721786,3.3696060972405952
296,3,0,33,0,222.38011214598166,0.0,7.412670404866056,0.0,74.12670404866056,2.470890134955352
297,3,0,41,0,281.2072335419467,0.0,9.373574451398223,0.0,93.73574451398224,3.124524817132741
298,3,0,28,0,222.4276650765253,0.0,7.414255502550844,0.0,74.14255502550843,2.4714185008502816
299,4,5,50,70,395.8000014746165,475.06634999804777,13.193333382487216,15.835544999934925,98.95000036865413,3.298333345621804
